cofids_food_code,name,description,protein,fat,carbohydrate,kcal
14-251,"Redcurrants, stewed without sugar","Calculated from 700g fruit, 210g water",0.009,0,0.038,0.17
14-250,"Redcurrants, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",0.009,0,0.133,0.53
14-249,"Redcurrants, raw","Whole fruit, stalks removed",0.011,0,0.044,0.21
14-248,"Raspberries, canned in syrup",Mixed sample.  Drained proportion = 0.52,0.006,0.001,0.225,0.88
14-256,Sapodilla,Literature sources; flesh only,0.006,0.009,0.155,0.69
14-043,Babaco,"Refs. 2, 12; flesh only",0.011,0.001,0.031,0.17
14-036,"Apricots, ready-to-eat","10 samples, no stones; semi-dried",0.04,0.006,0.365,1.58
14-050,"Blackberries, stewed without sugar","Calculated from 700g fruit, 210g water",0.008,0.002,0.044,0.21
14-049,"Blackberries, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",0.007,0.002,0.138,0.56
14-048,"Blackberries, raw",Cultivated and wild berries; whole fruit,0.009,0.002,0.051,0.25
14-047,Bilberries,"Literature sources, whole fruit",0.006,0.002,0.069,0.3
14-046,"Bananas, weighed with skin",Calculated from 14-045,0.008,0.002,0.153,0.62
14-052,"Blackberry and apple, stewed without sugar","Calculated from 400g blackberries, 550g apples, 175g water",0.006,0.001,0.064,0.27
14-044,Banana chips,"10 samples, 5 brands; crystallised",0.01,0.314,0.599,5.11
14-053,"Blackcurrants, raw","Whole fruit, stalks removed",0.009,0,0.066,0.28
14-042,"Avocado, Hass, weighed with skin and stone",Calculated from 41,0.011,0.14,0.013,1.35
14-041,"Avocado, Hass",7 samples and literature sources; flesh only,0.016,0.197,0.019,1.91
14-040,"Avocado, Fuerte, weighed with skin and stone",Calculated from 39,0.015,0.137,0.013,1.34
14-039,"Avocado, Fuerte",10 samples and literature sources; flesh only,0.021,0.193,0.019,1.89
14-038,"Avocado, average, weighed with skin and stone",Calculated from 14-037,0.013,0.138,0.013,1.34
14-069,"Cherries, West Indian",Literature sources; flesh only,0.004,0.004,0.05,0.24
14-045,Bananas,10 samples; flesh only,0.012,0.003,0.232,0.95
14-060,Cashew fruit,Literature sources; flesh only,0.009,0.004,0.068,0.33
14-068,"Cherries, glace","10 samples, 8 brands; red and multicoloured",0.004,0,0.664,2.51
14-067,"Cherries, canned in syrup","10 samples, red and black, Drained proportion = 0.61 with stones and 0.47 without stones",0.005,0,0.185,0.71
14-066,"Cherries, stewed without sugar, weighed with stones",Calculated from 65,0.006,0.001,0.086,0.36
14-065,"Cherries, stewed without sugar","Calculated from 900g fruit, 200g water",0.008,0.001,0.101,0.42
14-064,"Cherries, stewed with sugar, weighed with stones",Calculated from 63,0.006,0.001,0.181,0.71
14-063,"Cherries, stewed with sugar","Calculated from 900g fruit, 200g water, 108g sugar",0.007,0.001,0.21,0.82
14-051,"Blackberry and apple, stewed with sugar","Calculated from 400g blackberries, 550g apples, 175g water, 115g sugar",0.005,0.001,0.181,0.7
14-061,"Cherries, raw",10 samples of black and red cherries; flesh and skin,0.009,0.001,0.115,0.48
14-033,"Apricots, dried, stewed without sugar","Calculated from 450g fruit, 770g water",0.02,0.003,0.178,0.77
14-059,Carambola,Analysis and literature sources; ends trimmed,0.005,0.003,0.073,0.32
14-058,"Boysenberries, canned in syrup",Ref. 3,0.01,0.001,0.204,0.88
14-057,"Blackcurrants, canned in syrup",3 samples of the same brand Hartley's,0.007,0,0.184,0.72
14-056,"Blackcurrants, canned in juice","4 samples, 2 brands",0.008,0,0.076,0.31
14-055,"Blackcurrants, stewed without sugar","Calculated from 700g fruit, 210g water",0.008,0,0.056,0.24
14-054,"Blackcurrants, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",0.007,0,0.15,0.58
14-062,"Cherries, raw, weighed with stones",Calculated from 14-061,0.007,0.001,0.095,0.39
14-006,"Apples, cooking, baked with sugar, flesh and skin","Recipe, ref. 9. Calculation from 9; core removed",0.005,0.001,0.192,0.74
14-037,"Avocado, average",Average of Fuede and Hass varieties,0.019,0.195,0.019,1.9
14-013,"Apples, eating, average, raw, weighed with core",Calculated from 14-012,0.004,0.001,0.105,0.42
14-012,"Apples, eating, average, raw",15 varieties; flesh and skin,0.004,0.001,0.118,0.47
14-011,"Apples, cooking, baked without sugar, weighed with skin",Calculated from 10,0.004,0.001,0.09,0.36
14-010,"Apples, cooking, baked without sugar, flesh only",Analysis and calculation from 9; cored before baking,0.005,0.001,0.107,0.43
14-009,"Apples, cooking, baked without sugar, flesh and skin","10 samples, cored and baked 180C, 30-40 mins",0.005,0.001,0.112,0.45
14-015,"Apples, eating, average, raw, peeled, weighed with skin and core",Calculated from 14-014,0.003,0.001,0.085,0.34
14-007,"Apples, cooking, baked with sugar, flesh only",Recipe. Ref. 9,0.005,0.001,0.201,0.78
14-016,"Apples, eating, dried","6 samples, 3 brands and calculation from 14",0.02,0.005,0.601,2.38
14-005,"Apples, cooking, stewed without sugar","Samples as raw. 1000g fruit, 100g water and calculation from 14-004",0.003,0.001,0.081,0.33
14-004,"Apples, cooking, stewed with sugar","Samples as raw. 1000g fruit, 100g water, 120g sugar",0.003,0.001,0.191,0.74
14-003,"Apples, cooking, weighed with skin and core",Calculated from 14-002,0.002,0.001,0.064,0.26
14-002,"Apples, cooking, raw, peeled",Bramley variety; flesh only,0.003,0.001,0.089,0.35
14-001,Amla,Ref. 4,0.005,0.001,0.137,0.58
14-143,"Lychees, raw, weighed with skin and stone",Calculated from 14-143,0.005,0.001,0.089,0.36
14-008,"Apples, cooking, baked with sugar, weighed with skin",Recipe. Ref. 9,0.004,0.001,0.173,0.67
14-023,"Apples, eating, red dessert, raw","20 samples, assorted varieties; flesh and skin",0.003,0.001,0.13,0.51
14-032,"Apricots, dried, stewed with sugar","Calculated from 450g fruit, 770g water, 54g sugar",0.019,0.003,0.22,0.92
14-031,"Apricots, dried",No stones,0.048,0.007,0.434,1.88
14-030,"Apricots, stewed without sugar, weighed with stones",Calculated from 29,0.007,0.001,0.058,0.25
14-029,"Apricots, stewed without sugar","500g fruit, 75g water; stones removed",0.007,0.001,0.062,0.27
14-028,"Apricots, stewed with sugar, weighed with stones",Calculated from 27,0.006,0.001,0.171,0.67
14-026,"Apricots, raw, weighed with stones",Calculated from 14-025,0.008,0.001,0.066,0.29
14-014,"Apples, eating, average, raw, peeled",Literature sources and calculation from 14-012; flesh only,0.004,0.001,0.112,0.45
14-024,"Apples, eating, red dessert, raw, weighed with core",Calculated from 23,0.003,0.001,0.117,0.46
14-027,"Apricots, stewed with sugar","1000g fruit, 100g water, 120g sugar; stones removed",0.007,0.001,0.183,0.72
14-022,"Apples, eating, Granny Smith, raw, weighed with core",Calculated from 21,0.003,0.001,0.105,0.41
14-021,"Apples, eating, Granny Smith, raw",30 samples; flesh and skin,0.003,0.001,0.115,0.45
14-020,"Apples, eating, Golden Delicious, raw, weighed with core",Calculated from 19,0.003,0.002,0.099,0.4
14-019,"Apples, eating, Golden Delicious, raw",30 samples; flesh and skin,0.003,0.002,0.108,0.43
14-018,"Apples, eating, Cox's Pippin, raw, weighed with core",Calculated from 17,0.004,0.001,0.1,0.4
14-017,"Apples, eating, Cox's Pippin, raw",30 samples; flesh and skin,0.005,0.001,0.114,0.46
14-221,"Plums, Victoria, raw, weighed with stones",Calculated from 14-220,0.005,0.001,0.09,0.37
14-114,"Greengages, stewed with sugar, weighed with stones",Calculated from 113,0.007,0.001,0.199,0.78
14-108,"Grapefruit, canned in syrup",10 samples.  Drained proportion = 0.52,0.005,0,0.155,0.6
14-122,Jujube,Literature sources; flesh only,0.015,0.003,0.197,0.87
14-120,"Guava, canned in syrup",10 samples. Drained proportion = 0.62,0.004,0,0.157,0.6
14-119,"Guava, raw, weighed with skin and pips",Calculated from 14-118,0.007,0.005,0.045,0.24
14-118,"Guava, raw",Literature sources,0.008,0.005,0.05,0.26
14-117,Grenadillas,Analysis and literature sources; flesh and seeds,0.028,0.003,0.075,0.42
14-127,Lemon peel,Ref. 3,0.015,0.003,#VALUE!,#VALUE!
14-115,"Greengages, stewed without sugar","1000g fruit, 100g water; stones removed",0.007,0.001,0.087,0.36
14-128,"Lemons, whole, without pips",Analysis and literature sources; includes peel but no pips,0.01,0.003,0.032,0.19
14-142,"Lychees, raw",Analysis and literature sources; flesh only,0.009,0.001,0.143,0.58
14-113,"Greengages, stewed with sugar","Calculated from 1000g fruit, 100g water, 120g sugar",0.007,0.001,0.207,0.81
14-112,"Greengages, raw, weighed with stones",Calculated from 111,0.007,0.001,0.092,0.38
14-111,"Greengages, raw",Flesh and skin,0.008,0.001,0.097,0.41
14-110,"Grapes, weighed with pips",Calculated from 14-109,0.004,0.001,0.146,0.57
14-109,"Grapes, average","10 samples; white, black and seedless",0.004,0.001,0.154,0.6
14-116,"Greengages, stewed without sugar, weighed with stones",Calculated from 115,0.006,0.001,0.083,0.34
14-135,"Loganberries, stewed without sugar","Calculated from 700g fruit, 210g water",0.009,0,0.029,0.14
14-025,"Apricots, raw",18 samples; flesh and skin,0.009,0.001,0.072,0.31
14-070,Cherry pie filling,"10 samples, 7 brands",0.004,0,0.215,0.82
14-141,"Loquats, canned in syrup",Ref. 11,0.003,0.001,0.222,0.84
14-140,"Loquats, raw",Literature sources; flesh only,0.007,0.002,0.063,0.28
14-139,"Longans, canned in syrup, whole contents",Ref. 11; fruit and syrup,0.003,0.002,0.165,0.63
14-138,"Longans, canned in syrup, drained",Ref. 11; fruit only,0.004,0.003,0.171,0.67
14-126,"Kumquats, canned in syrup",Ref. 11,0.004,0.005,0.354,1.38
14-136,"Loganberries, canned in juice",Fruit and syrup,0.006,0,0.262,1.01
14-121,Jambu fruit,"Refs. 4, 11; flesh only",0.007,0.003,0.124,0.55
14-134,"Loganberries, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",0.008,0,0.125,0.5
14-133,"Loganberries, raw",Whole fruit,0.011,0,0.034,0.17
14-132,"Limes, peeled, weighed with peel and pips",Calculated from 14-131,0.005,0.002,0.006,0.06
14-131,"Limes, peeled",Literature sources; flesh only,0.007,0.003,0.008,0.09
14-130,"Lemons, peeled, raw, weighed with peel and pips",Calculated from 14-129,0.005,0.002,0.014,0.09
14-129,"Lemons, peeled",Literature sources; flesh only,0.008,0.003,0.022,0.14
14-137,"Longans, dried",Literature sources; flesh only,0.049,0.004,0.72,2.86
14-078,"Damsons, raw, weighed with stones",Calculated from 14-077,0.005,0,0.086,0.34
14-086,"Dates, dried, weighed with stones",Calculated from 14-085,0.028,0.002,0.571,2.27
14-085,"Dates, dried",Flesh and skin,0.033,0.002,0.68,2.7
14-084,"Dates, raw, weighed with stones","Calculated from whole raw dates, 14-083",0.013,0.001,0.269,1.07
14-083,"Dates, raw",5 samples; flesh and skin,0.015,0.001,0.313,1.24
14-082,"Damsons, stewed without sugar, weighed with stones",Calculated from 81,0.004,0,0.079,0.31
14-081,"Damsons, stewed without sugar","Calculated from 1050g fruit, 210g water",0.005,0,0.087,0.34
14-087,Dried mixed fruit,"Calculated as sultanas 49%, currants 24%, raisins 18% and peel 9%",0.023,0.004,0.681,2.68
14-079,"Damsons, stewed with sugar","Calculated from 1050g fruit, 210g water, 126g sugar",0.004,0,0.193,0.74
14-075,Custard apple/Bullock's heart,Literature sources; flesh only,0.015,0.004,0.161,0.7
14-077,"Damsons, raw",Flesh and skin,0.005,0,0.096,0.38
14-076,Custard apple/Sugar apple,Literature sources; flesh only,0.016,0.003,0.161,0.69
14-107,"Grapefruit, canned in juice","10 samples, 8 brands. Drained proportion = 0.52",0.006,0,0.073,0.3
14-074,Currants,"10 samples, 9 brands",0.023,0.004,0.678,2.67
14-125,"Kumquats, raw",Analysis and literature sources; whole fruit,0.009,0.005,0.093,0.43
14-073,Cranberries,Analysis and literature sources; whole fruit,0.004,0.001,0.034,0.15
14-072,"Clementines, weighed with peel and pips",Calculated from 14-291,0.007,0.001,0.065,0.28
14-080,"Damsons, stewed with sugar, weighed with stones",Calculated from 79,0.004,0,0.176,0.68
14-103,"Gooseberries, dessert, raw",Tops and tails removed,0.007,0.003,0.092,0.4
14-104,"Gooseberries, dessert, canned in syrup","4 samples, 2 brands",0.004,0.002,0.185,0.73
14-088,Durian,Literature sources; flesh only,0.024,0.014,0.284,1.36
14-102,"Gooseberries, cooking, stewed without sugar","500g fruit, 100g water and calculation from 14-101",0.009,0.003,0.025,0.16
14-101,"Gooseberries, cooking, stewed with sugar","1000g fruit, 150g water, 120g sugar",0.007,0.003,0.129,0.54
14-100,"Gooseberries, cooking, raw",Tops and tails removed,0.011,0.004,0.03,0.19
14-098,Fruit pie filling,"10 samples, 7 brands. Assorted flavours",0.004,0,0.201,0.77
14-097,"Fruit cocktail, canned in syrup",Analysis and calculation from recipe proportions. Drained proportion = 0.66,0.004,0,0.148,0.57
14-096,"Fruit cocktail, canned in juice","10 samples, 6 brands.  Drained proportion = 0.65",0.004,0,0.072,0.29
14-094,"Figs, dried, stewed without sugar","Calculated from 450g fruit, 450g water",0.02,0.009,0.294,1.26
14-093,"Figs, dried, stewed with sugar","Calculated from 450g fruit, 450g water, 54g sugar",0.019,0.008,0.343,1.43
14-092,"Figs, dried",Analysis and literature sources; whole fruit,0.036,0.016,0.529,2.27
14-091,"Figs, raw",Analysis and literature sources; whole green fruit,0.013,0.003,0.095,0.43
14-090,Feijoa,Ref. 8; flesh only,0.009,0.005,0.103,0.47
14-095,"Figs, ready-to-eat",6 samples; semi-dried,0.033,0.015,0.486,2.09
14-089,Elderberries,"Refs. 3, 7; whole fruit",0.007,0.005,0.074,0.35
13-837,"Mint, dried",10 samples and calculation from fresh,0.248,0.046,0.346,2.79
13-846,"Pepper, black","Ref. 6, Ref. Marsh et al. 1977",0.109,0.033,#VALUE!,#VALUE!
13-845,"Parsley, dried",Ref. 6,0.158,0.07,0.145,1.81
13-844,"Parsley, fresh",IFR; tough stalks removed,0.03,0.013,0.027,0.34
13-843,Paprika,Ref. 6. Ref. Marsh et al. 1977,0.148,0.13,0.349,2.89
13-842,"Oregano, dried, ground",Ref. 6,0.11,0.103,0.495,3.06
13-841,"Oregano, fresh",4 samples and calculation from dried,0.022,0.02,0.097,0.66
13-847,"Pepper, cayenne, ground",Literature sources,0.12,0.173,0.317,3.18
13-839,Mustard seeds,Ref. 6,0.249,0.288,#VALUE!,#VALUE!
13-853,"Sage, fresh","LGC, 5 samples and calculation from dried",0.039,0.046,0.156,1.19
13-836,"Mint, fresh",Literature sources,0.038,0.007,0.053,0.43
13-835,"Marjoram, dried",Ref. 6,0.127,0.07,0.425,2.71
13-834,"Mace, ground",Ref. 6,0.067,0.324,#VALUE!,#VALUE!
13-833,Liquorice powder,Ref. 2,0.063,0.017,#VALUE!,#VALUE!
13-840,"Nutmeg, ground",Ref. 6  Marsh et al. 1977,0.058,0.363,#VALUE!,#VALUE!
13-832,"Ginger, ground",3 samples and ref. 6,0.074,0.033,0.6,2.84
13-807,"Betel leaves, fresh","Refs. 2, 10",0.064,0.001,0.086,0.61
13-871,"Mixed herbs, dried","Recipe; Equal quantities of Marjoram, Parsley, Sage and Thyme",0.121,0.085,0.363,2.61
13-861,"Turmeric, ground",Literature sources,0.067,0.07,#VALUE!,#VALUE!
13-860,"Thyme, dried, ground","Ref. 6,  Marsh et al. 1977",0.091,0.074,0.453,2.76
13-859,"Thyme, fresh","LGC, 4 samples and calculation from dried",0.03,0.025,0.151,0.95
13-851,"Rosemary, dried","Ref. 6,  Marsh et al. 1977",0.049,0.152,0.464,3.31
13-857,"Tarragon, fresh","LGC, 5 samples and calculation from dried",0.034,0.011,0.063,0.49
13-848,"Pepper, white","Ref. 6,  Marsh et al. 1977",0.104,0.021,#VALUE!,#VALUE!
13-872,Mixed spices,"Recipe, equal quantities of curry powder, garam masala, paprika and chilli powder",0.131,0.139,#VALUE!,#VALUE!
13-855,"Tamarind leaves, fresh",Ref. 3,0.058,0.021,0.182,1.15
13-854,"Sage, dried, ground","Ref. 6,  Marsh et al. 1977",0.106,0.127,0.427,3.15
13-852,Saffron,Ref. 6,0.114,0.059,0.615,3.1
13-856,Tamarind pulp,"Flesh only, no seeds or shell; literature sources",0.032,0.003,0.645,2.73
13-850,"Rosemary, fresh","LGC, 7 samples and calculation from dried",0.014,0.044,0.135,0.99
13-858,"Tarragon, dried, ground",Ref. 6,0.228,0.072,0.428,2.95
13-805,"Basil, dried, ground",Ref. 6,0.144,0.04,0.432,2.51
13-801,"Allspice, ground",Ref. 6,0.061,0.087,#VALUE!,#VALUE!
13-802,Anise seeds,Ref. 6,0.176,0.159,#VALUE!,#VALUE!
13-809,"Cardamom, ground",Literature sources,0.108,0.067,#VALUE!,#VALUE!
13-804,"Basil, fresh","LGC, 6 samples and refs. 7, 10",0.031,0.008,0.051,0.4
13-831,"Ginger, fresh",Literature sources,0.017,0.007,0.095,0.49
13-806,"Bay leaf, dried",Ref. 6,0.076,0.084,0.486,3.13
13-808,Caraway seeds,Ref. 6,0.198,0.146,#VALUE!,#VALUE!
13-810,Celery seeds,Ref. 6,0.181,0.253,#VALUE!,#VALUE!
13-811,"Chervil, dried",Ref. 6,0.232,0.039,0.378,2.37
13-812,Chilli powder,"Ref. 6,  Marsh et al. 1977",0.123,0.168,#VALUE!,#VALUE!
13-813,Chinese 5 spice,Calcd. from recipe,0.095,0.087,#VALUE!,#VALUE!
13-814,"Chives, fresh",Literature sources,0.028,0.006,0.017,0.23
13-815,"Cinnamon, ground","Ref. 6,  Marsh et al. 1977",0.039,0.032,#VALUE!,#VALUE!
13-816,"Cloves, dried",Literature sources,0.06,0.201,#VALUE!,#VALUE!
13-827,Fennel seeds,Ref. 6,0.158,0.149,#VALUE!,#VALUE!
13-803,Asafoetida,Resin from root of Ferula plant. Ref. 3,0.04,0.011,#VALUE!,#VALUE!
13-817,"Coriander leaves, fresh",Literature sources,0.024,0.006,0.018,0.2
13-830,Garlic powder,Ref. 6 and calculation from fresh,0.187,0.012,0.427,2.46
13-828,Fenugreek seeds,Literature sources,0.238,0.074,#VALUE!,#VALUE!
13-826,Dill seeds,Ref. 6,0.16,0.145,#VALUE!,#VALUE!
13-825,"Dill, dried",Literature sources,0.199,0.044,0.422,2.53
13-824,"Dill, fresh","LGC, 6 samples and literature sources",0.037,0.008,0.009,0.25
13-823,"Curry powder, mixed flavours",Homemade; ref. 8,0.13,0.139,0.347,3.16
13-822,Curry powder,2 retail samples,0.095,0.108,0.261,2.33
13-821,"Curry leaves, fresh","Refs. 3, 10",0.079,0.013,0.133,0.97
13-820,Cumin seeds,Literature sources,0.178,0.182,#VALUE!,#VALUE!
13-819,Coriander seeds,Ref. 6,0.124,0.178,#VALUE!,#VALUE!
13-818,"Coriander leaves, dried",Ref. 6,0.218,0.048,0.417,2.79
